id,email,name,website,amenity,building,shop,tourism,information,addr:full,tags_search,additional_information,geometry,sentence,gml_id,interpreted_type,mid_labels,bosserhof_class,short_reason
710389142,,,,bench,,,,,,,,POINT (10.023131370544434 52.63882827758789),Amenity: bench.,710389142,bench,[],,"The OSM tag amenity=bench indicates a park or street bench, which is an outdoor fixture rather than "
98607396,,JVA Goslar,,prison,yes,,,,"Hoher Weg, 10, Goslar, 38640",abandoned yes end date 1980,,"POLYGON ((10.4263334274292 51.903900146484375, 10.426249504089355 51.9039192199707, 10.426267623901367 51.90399932861328, 10.426361083984375 51.90413284301758, 10.426386833190918 51.904144287109375, 10.426799774169922 51.90412521362305, 10.426801681518555 51.90414810180664, 10.426885604858398 51.904144287109375, 10.426884651184082 51.90412139892578, 10.427024841308594 51.904109954833984, 10.427020072937012 51.903987884521484, 10.426863670349121 51.90399169921875, 10.426864624023438 51.90401077270508, 10.426889419555664 51.90401077270508, 10.426889419555664 51.904056549072266, 10.4264554977417 51.90407943725586, 10.426424026489258 51.9040641784668, 10.426395416259766 51.90402603149414, 10.426376342773438 51.903953552246094, 10.426666259765625 51.9039421081543, 10.42667293548584 51.903995513916016, 10.426752090454102 51.903987884521484, 10.426738739013672 51.90388107299805, 10.4263334274292 51.903900146484375))","JVA Goslar. Amenity: prison; Building: yes. Address: Hoher Weg, 10, Goslar, 38640. Additional tags: abandoned yes end date 1980.",98607396,Abandoned prison (former JVA Goslar),[],,"The OSM tags indicate this is a prison building (amenity=prison, building=yes), but it has been tagg"
216132508,,Deutsche Post AG,,parking,,,,,,,parking: surface,"POLYGON ((10.236024856567383 52.74202346801758, 10.236394882202148 52.74193572998047, 10.236392974853516 52.74187469482422, 10.236387252807617 52.74184799194336, 10.236382484436035 52.7418212890625, 10.236324310302734 52.74177932739258, 10.236138343811035 52.74181365966797, 10.23611068725586 52.74184799194336, 10.236160278320312 52.741886138916016, 10.236045837402344 52.74191665649414, 10.236050605773926 52.7419319152832, 10.235918045043945 52.74196243286133, 10.23593807220459 52.74199295043945, 10.236018180847168 52.741973876953125, 10.236024856567383 52.74202346801758))",Deutsche Post AG. Amenity: parking. Additional information: parking: surface.,216132508,Surface parking lot for Deutsche Post AG,[],,"The OSM tags indicate amenity=parking and parking=surface, denoting an outdoor surface parking area."
1853181821,,Wasserzuleitung erbaut 1065 / 1068,,,,,information,board,,board type history check date 2024 04 21,,POINT (10.56806755065918 51.871585845947266),Wasserzuleitung erbaut 1065 / 1068. Tourism: information; Information: board. Additional tags: board type history check date 2024 04 21.,1853181821,Historical information board (water supply),[],,The POI is an outdoor information board detailing a historical water supply built in 1065–1068 (OSM 
216604991,,Zeus,,restaurant,yes,,hotel,,"Unter den Eichen, 2 a-b, Wolfsburg, 38446",addr suburb steimker berg cuisine greek wheelchair no,,"POLYGON ((10.80435562133789 52.417232513427734, 10.804482460021973 52.41717529296875, 10.804615020751953 52.41728973388672, 10.804488182067871 52.4173469543457, 10.80435562133789 52.417232513427734))","Zeus. Amenity: restaurant; Building: yes; Tourism: hotel. Address: Unter den Eichen, 2 a-b, Wolfsburg, 38446. Additional tags: addr suburb steimker berg cuisine greek wheelchair no.",216604991,Hotel with on-site Greek restaurant,"['leisure', 'meetup', 'work']",hotels,OSM tags amenity=restaurant and tourism=hotel on a building=yes indicate a hotel that also houses a 
442306617,,,,,,,information,map,,map size city map type street,,POINT (10.326053619384766 52.15565490722656),Tourism: information; Information: map. Additional tags: map size city map type street.,442306617,Tourist information map board,[],,The OSM tags tourism=information and information=map indicate this is a public map display panel rat
2232137010,,,,hunting_stand,,,,,,height 1 5 hide no lockable no shelter no,,POINT (10.64427661895752 52.48227310180664),Amenity: hunting_stand. Additional tags: height 1 5 hide no lockable no shelter no.,2232137010,hunting stand,[],,"The feature is tagged amenity=hunting_stand with no shelter and is an open, raised outdoor platform "
12325978129,,,,,,,information,guidepost,,,,POINT (10.550100326538086 51.850196838378906),Tourism: information; Information: guidepost.,12325978129,tourist information guidepost,[],,The OSM tags tourism=information and information=guidepost indicate a small outdoor signpost providi
631743781,,,,parking,,,,,,access private capacity 16,,"POLYGON ((10.483668327331543 52.3251838684082, 10.483948707580566 52.32512283325195, 10.484025955200195 52.32524490356445, 10.48364543914795 52.3253288269043, 10.48365592956543 52.32525634765625, 10.483668327331543 52.3251838684082))",Amenity: parking. Additional tags: access private capacity 16.,631743781,Private parking lot,[],,The OSM tag amenity=parking with private access and a capacity of 16 indicates an outdoor parking fa
5616394531,,,,,,,picnic_site,,,,,POINT (11.052984237670898 52.22172546386719),Tourism: picnic_site.,5616394531,Picnic site,[],,"The OSM tag indicates a tourism picnic_site, which is an outdoor amenity without an enterable buildi"
201553584,,,,,house,,apartment,,"Spiegelthaler Straße, 23B, Clausthal-Zellerfeld, 38678",addr suburb zellerfeld,,"POLYGON ((10.33316707611084 51.820465087890625, 10.33295726776123 51.82049560546875, 10.33292293548584 51.82040786743164, 10.33313274383545 51.820377349853516, 10.33316707611084 51.820465087890625))","Building: house; Tourism: apartment. Address: Spiegelthaler Straße, 23B, Clausthal-Zellerfeld, 38678. Additional tags: addr suburb zellerfeld.",201553584,Tourism apartment (holiday flat),['leisure'],hotels,The OSM tags building=house and tourism=apartment indicate a furnished apartment offered as tourist 
5777664639,,,,waste_basket,,,,,,waste trash,,POINT (10.247920036315918 51.735687255859375),Amenity: waste_basket. Additional tags: waste trash.,5777664639,Waste basket (trash can),[],,"The OSM tags (amenity=waste_basket, waste=trash) indicate a free-standing trash receptacle. This is "
10816839072,,,,,,,information,board,,board type wildlife,,POINT (11.064297676086426 52.19701385498047),Tourism: information; Information: board. Additional tags: board type wildlife.,10816839072,wildlife information board,[],,"The feature is an outdoor information board (tourism=information, information=board, board:type=wild"
330688120,,Esso,,fuel,,,,,,brand esso brand wikidata q867662 brand wikipedia en esso self service yes,,"POLYGON ((10.098440170288086 51.68504333496094, 10.09814739227295 51.68538284301758, 10.0977201461792 51.685306549072266, 10.097794532775879 51.685001373291016, 10.098440170288086 51.68504333496094))",Esso. Amenity: fuel. Additional tags: brand esso brand wikidata q867662 brand wikipedia en esso self service yes.,330688120,Esso gas station,[],,The OSM tag amenity=fuel with brand=Esso indicates a self-service gas station. This is transport inf
286028261,,McDonald's,,fast_food,yes,,,,"Lerchenweg, 24, Wolfsburg, 38446",brand mcdonald s brand wikidata q38076 brand wikipedia en mcdonald s cuisine burger takeaway yes,,"POLYGON ((10.811422348022461 52.42742919921875, 10.811234474182129 52.427738189697266, 10.811260223388672 52.4277458190918, 10.811232566833496 52.42778778076172, 10.811395645141602 52.427825927734375, 10.811439514160156 52.42783737182617, 10.811655044555664 52.42748260498047, 10.811422348022461 52.42742919921875))","McDonald's. Amenity: fast_food; Building: yes. Address: Lerchenweg, 24, Wolfsburg, 38446. Additional tags: brand mcdonald s brand wikidata q38076 brand wikipedia en mcdonald s cuisine burger takeaway yes.",286028261,McDonald's fast-food restaurant,"['leisure', 'meetup']",restaurants / gastronomy,"The place is a McDonald’s fast-food restaurant (amenity=fast_food, takeaway=yes, building=yes). Visi"
13318657273,,,,vending_machine,,,,,,vending cigarettes,,POINT (10.547158241271973 52.168663024902344),Amenity: vending_machine. Additional tags: vending cigarettes.,13318657273,Cigarette vending machine,[],,"The POI is a standalone cigarette vending machine (amenity=vending_machine, cigarettes). It is not a"
1131997532,,,,parking,,,,,,,parking: street_side,"POLYGON ((10.813373565673828 52.442222595214844, 10.813642501831055 52.44211959838867, 10.81376838684082 52.44208526611328, 10.8142671585083 52.44198226928711, 10.814227104187012 52.441917419433594, 10.813687324523926 52.442039489746094, 10.81332015991211 52.44217300415039, 10.813373565673828 52.442222595214844))",Amenity: parking. Additional information: parking: street_side.,1131997532,Street-side parking,[],,"The OSM tags indicate an amenity=parking with parking:street_side, which is an outdoor street parkin"
836634050,,Tabakwaren Union GmbH & Co. KG,,vending_machine,,,,,,check date 2023 06 12 payment coins yes payment electronic purses yes payment notes yes vending cigarettes,,POINT (10.843764305114746 52.44479751586914),Tabakwaren Union GmbH & Co. KG. Amenity: vending_machine. Additional tags: check date 2023 06 12 payment coins yes payment electronic purses yes payment notes yes vending cigarettes.,836634050,Tobacco vending machine,[],,"The OSM tag amenity=vending_machine indicates this is a standalone cigarette vending machine, not an"
1452627505,,,,parking_space,,,,,,,,"POLYGON ((10.518259048461914 52.28568649291992, 10.518221855163574 52.28568649291992, 10.518221855163574 52.285640716552734, 10.518259048461914 52.285640716552734, 10.518259048461914 52.28568649291992))",Amenity: parking_space.,1452627505,parking space,[],,"The OSM tag amenity=parking_space describes an outdoor parking spot or area, not an enterable buildi"
641200378,,,,parking,,,,,,access yes capacity 30 fee no,parking: street_side,"POLYGON ((10.543586730957031 52.2738151550293, 10.543619155883789 52.27381134033203, 10.545785903930664 52.27458190917969, 10.545777320861816 52.274593353271484, 10.543586730957031 52.2738151550293))",Amenity: parking. Additional information: parking: street_side. Additional tags: access yes capacity 30 fee no.,641200378,Street-side parking area,[],,"The feature is an outdoor street-side parking amenity (amenity=parking, parking=street_side) and not"
5577286198,,,,bench,,,,,,colour brown material wood seats 3,,POINT (10.483757019042969 52.228755950927734),Amenity: bench. Additional tags: colour brown material wood seats 3.,5577286198,wooden bench,[],,"The OSM tags indicate this is an amenity=bench made of wood, with three seats. A bench is an outdoor"
13273544486,,,,,,,information,guidepost,,hiking yes,,POINT (10.672637939453125 51.657527923583984),Tourism: information; Information: guidepost. Additional tags: hiking yes.,13273544486,hiking tourism information guidepost,[],,The OSM tags tourism=information and information=guidepost with hiking=yes indicate an outdoor direc
3667710731,,,,waste_basket,,,,,,,,POINT (10.505279541015625 52.464935302734375),Amenity: waste_basket.,3667710731,waste basket,[],,"The OSM tag amenity=waste_basket refers to a standalone waste receptacle, which is an outdoor object"
666101676,,,,bench,,,,,,,,POINT (10.432064056396484 52.35383605957031),Amenity: bench.,666101676,bench,[],,The feature is an outdoor bench (amenity=bench) and is not an enterable building or facility. Theref
2560848603,,,,bench,,,,,,,,POINT (10.786876678466797 52.16377639770508),Amenity: bench.,2560848603,bench,[],,The OSM tag amenity=bench indicates a simple outdoor seating feature. This is not an enterable build
914342273,,,,parking,,,,,,access yes capacity 20 fee no surface gravel,parking: surface,"POLYGON ((10.351339340209961 51.74776840209961, 10.35155963897705 51.74781036376953, 10.351795196533203 51.747867584228516, 10.351962089538574 51.74793243408203, 10.352062225341797 51.748046875, 10.352161407470703 51.74818420410156, 10.352185249328613 51.74821853637695, 10.352216720581055 51.74821853637695, 10.352264404296875 51.74819564819336, 10.352248191833496 51.74811935424805, 10.352194786071777 51.74799728393555, 10.352149963378906 51.747947692871094, 10.352131843566895 51.7479248046875, 10.352042198181152 51.74785232543945, 10.351895332336426 51.74778747558594, 10.351722717285156 51.74773025512695, 10.351552963256836 51.74768829345703, 10.351456642150879 51.74765396118164, 10.351402282714844 51.747703552246094, 10.351339340209961 51.74776840209961))",Amenity: parking. Additional information: parking: surface. Additional tags: access yes capacity 20 fee no surface gravel.,914342273,Surface parking lot,[],,"The OSM tags (amenity=parking, parking=surface, surface=gravel) describe an open-air parking area wi"
333697248,,Gasthaus Wöhleke,,pub,,,,,"Leineweberstraße, 27, Algermissen, 31191",addr suburb groß lobke contact fax 49 5126 96090 contact phone 49 5126 1204,,POINT (10.01210880279541 52.27152633666992),"Gasthaus Wöhleke. Amenity: pub. Address: Leineweberstraße, 27, Algermissen, 31191. Additional tags: addr suburb groß lobke contact fax 49 5126 96090 contact phone 49 5126 1204.",333697248,pub / Gasthaus (restaurant),"['leisure', 'meetup', 'work']",restaurants / gastronomy,The OSM tag amenity=pub and the name “Gasthaus Wöhleke” identify this as an enterable hospitality bu
1880933078,,,,bench,,,,,,backrest yes,,POINT (10.511722564697266 51.70969772338867),Amenity: bench. Additional tags: backrest yes.,1880933078,bench,[],,"The OSM tags indicate this is a bench (amenity=bench, backrest=yes), which is an outdoor seating obj"
12530215879,,"Praxis für Orthopädie Dr. med. Ralf Ritter, Dr. med. Michael Winter",https://www.orthopaede-winter.de,doctors,,,,,"Ottmerstraße, 1–2, Braunschweig, 38102",healthcare doctor healthcare speciality orthopaedics trauma surgery acupucture chiropractic,,POINT (10.534158706665039 52.2569465637207),"Praxis für Orthopädie Dr. med. Ralf Ritter, Dr. med. Michael Winter. Website: https://www.orthopaede-winter.de. Amenity: doctors. Address: Ottmerstraße, 1–2, Braunschweig, 38102. Additional tags: healthcare doctor healthcare speciality orthopaedics trauma surgery acupucture chiropractic.",12530215879,Orthopaedic medical practice,"['errands', 'business', 'work']",customer-oriented services,The OSM tag amenity=doctors and the name ‘Praxis für Orthopädie’ indicate a building housing an orth
3496727738,,Südheide Gifhorn GmbH,,,,,information,guidepost,,description radwanderregion südheide gifhorn note meinersen 3 5 km seershausen 1 3 km hillerse 8 0 km volkse 4 0 km verbindungsstrecke großer rundkurs ohof,bicycle: yes,POINT (10.337072372436523 52.45393753051758),Südheide Gifhorn GmbH. Tourism: information; Information: guidepost. Additional information: bicycle: yes. Additional tags: description radwanderregion südheide gifhorn note meinersen 3 5 km seershausen 1 3 km hillerse 8 0 km volkse 4 0 km verbindungsstrecke großer rundkurs ohof.,3496727738,Tourism information guidepost,[],,"The feature is tagged tourism=information and information=guidepost, with bicycle routing details. T"
6312803529,,,,waste_basket,,,,,,waste trash,,POINT (10.40807056427002 51.93368148803711),Amenity: waste_basket. Additional tags: waste trash.,6312803529,Waste basket,[],,The OSM tags indicate amenity=waste_basket with waste=trash. This is an outdoor object for waste dis
10202273586,,Timo Assmann's East Side Fitness Store,,,,nutrition_supplements,,,,,,POINT (10.556297302246094 52.29061508178711),Timo Assmann's East Side Fitness Store. Shop: nutrition_supplements.,10202273586,Nutrition supplements store,"['retail_non_daily', 'errands', 'work']",retail (small-scale),The OSM tag shop=nutrition_supplements and the name ‘Fitness Store’ indicate this is an enterable re
13095997341,,,,vending_machine,,,,,,payment cards yes payment cash yes vending cigarettes,,POINT (10.539743423461914 52.2687873840332),Amenity: vending_machine. Additional tags: payment cards yes payment cash yes vending cigarettes.,13095997341,cigarette vending machine,[],,The POI is a vending_machine (cigarette vending machine) with no building or indoor area. It’s an ou
2298362871,,,,bench,,,,,,backrest yes material wood,,POINT (10.533106803894043 52.26837921142578),Amenity: bench. Additional tags: backrest yes material wood.,2298362871,wooden bench with backrest,[],,The OSM tags indicate this is an amenity=bench (wooden bench with backrest). This is an outdoor seat
1450916990,,,,hunting_stand,,,,,,height 1 5 hide no lockable no shelter no,,POINT (10.659553527832031 52.50714874267578),Amenity: hunting_stand. Additional tags: height 1 5 hide no lockable no shelter no.,1450916990,Hunting stand,[],,"The feature is an amenity=hunting_stand, which is an outdoor structure/platform used for hunting. It"
378121704,,,,parking,,,,,,capacity 10 fee no park ride no supervised no,,"POLYGON ((10.321379661560059 51.907196044921875, 10.321309089660645 51.907222747802734, 10.321576118469238 51.907470703125, 10.321623802185059 51.90741729736328, 10.321379661560059 51.907196044921875))",Amenity: parking. Additional tags: capacity 10 fee no park ride no supervised no.,378121704,Outdoor parking area,[],,"The OSM tag amenity=parking describes an open-air parking lot (capacity=10, fee=no, park_ride=no, su"
13061434433,,,,bench,,,,,,,,POINT (10.814516067504883 52.4199333190918),Amenity: bench.,13061434433,bench,[],,The OSM tag amenity=bench indicates an outdoor seating object rather than an enterable building. It 
12877304402,,,,,,,information,board,,board type history,,POINT (10.018672943115234 51.70567321777344),Tourism: information; Information: board. Additional tags: board type history.,12877304402,Historical tourist information board,[],,The OSM tags tourism=information and information=board indicate an outdoor information panel about h
1209443249,,,,parking,,,,,,capacity 4,,"POLYGON ((10.065803527832031 52.2590446472168, 10.065873146057129 52.259056091308594, 10.065888404846191 52.25901412963867, 10.06590747833252 52.25897216796875, 10.065838813781738 52.25895690917969, 10.065803527832031 52.2590446472168))",Amenity: parking. Additional tags: capacity 4.,1209443249,parking lot,[],,The OSM tag amenity=parking with capacity=4 indicates a small open parking area rather than an enter
12018266760,,Celler Engel,,,,,artwork,,,artist name hermann grüneberg artwork type sculpture material steel,,POINT (10.087691307067871 52.61930465698242),Celler Engel. Tourism: artwork. Additional tags: artist name hermann grüneberg artwork type sculpture material steel.,12018266760,Public steel sculpture (Celler Engel by Hermann Grüneberg),[],,The POI is a steel sculpture artwork ('Celler Engel' by Hermann Grüneberg) and not an enterable buil
12768218580,,,,bench,,,,,,,,POINT (10.340950012207031 52.45916748046875),Amenity: bench.,12768218580,bench,[],,The OSM tag amenity=bench indicates a simple outdoor seating object. It is not a building or enclose
9693322431,,,,bench,,,,,,backrest no,,POINT (10.614076614379883 52.31430435180664),Amenity: bench. Additional tags: backrest no.,9693322431,bench (outdoor seating),[],,"The feature is tagged as amenity=bench with backrest=no, indicating an outdoor seating object. It is"
11861841341,,Bismarckturm,,,,,viewpoint,,,direction east place isolated dwelling,,POINT (10.472522735595703 51.640708923339844),Bismarckturm. Tourism: viewpoint. Additional tags: direction east place isolated dwelling.,11861841341,Bismarck tower viewpoint,[],,The OSM tag tourism=viewpoint indicates this is primarily an outdoor vantage point rather than an en
2202152379,,Chamada-Fashion,,,,clothes,,,,,,POINT (10.175847053527832 51.88948059082031),Chamada-Fashion. Shop: clothes.,2202152379,Clothing shop,"['retail_non_daily', 'errands', 'work']",retail (small-scale),The OSM tag ‘shop=clothes’ and the name ‘Chamada-Fashion’ indicate a retail outlet for apparel. Visi
374376735,,Einhorn-Apotheke,,pharmacy,,,,,"Kirchvordener Straße, 5, Peine, 31228",addr suburb vöhrum check date 2023 08 01 dispensing yes toilets wheelchair no wheelchair yes,,POINT (10.18043327331543 52.34308624267578),"Einhorn-Apotheke. Amenity: pharmacy. Address: Kirchvordener Straße, 5, Peine, 31228. Additional tags: addr suburb vöhrum check date 2023 08 01 dispensing yes toilets wheelchair no wheelchair yes.",374376735,Pharmacy,"['retail_daily', 'errands', 'work']",retail (small-scale),The OSM tag amenity=pharmacy and the name 'Einhorn-Apotheke' clearly identify this as a pharmacy bui
290556185,,,,parking,,,,,,,parking: street_side,POINT (10.430920600891113 51.923187255859375),Amenity: parking. Additional information: parking: street_side.,290556185,Street-side parking,[],,"The OSM tags indicate an amenity=parking with parking=street_side, describing on-street parking. Thi"
8214161951,,Gefährdung der Bergwiesen,,,,,information,board,,,,POINT (10.658470153808594 51.66608810424805),Gefährdung der Bergwiesen. Tourism: information; Information: board.,8214161951,outdoor information board,[],,The snippet describes an information board ('Tourism: information; Information: board') about the en
1427104463,,,,shelter,,,,,,bench yes bin yes shelter type public transport,,"POLYGON ((10.329740524291992 52.07449722290039, 10.32971477508545 52.074493408203125, 10.329718589782715 52.07447052001953, 10.329743385314941 52.07447052001953, 10.329740524291992 52.07449722290039))",Amenity: shelter. Additional tags: bench yes bin yes shelter type public transport.,1427104463,Public transport shelter,[],,"The OSM tags (amenity=shelter, shelter=public_transport, bench=yes, bin=yes) indicate this is a smal"
3381733596,,,,,,,information,guidepost,,height 1 5 hiking yes note gelber und schwarzer streifen auf weißem grund,bicycle: yes,POINT (10.474918365478516 52.508785247802734),Tourism: information; Information: guidepost. Additional information: bicycle: yes. Additional tags: height 1 5 hiking yes note gelber und schwarzer streifen auf weißem grund.,3381733596,Tourism information guidepost,[],,The OSM tags tourism=information and information=guidepost indicate this is an outdoor signpost prov
1208024208,,Öger Türk-Tour,,,,travel_agency,,,,,,POINT (10.785429000854492 52.42776107788086),Öger Türk-Tour. Shop: travel_agency.,1208024208,Travel agency,"['errands', 'work']",customer-oriented services,The OSM tag shop=travel_agency indicates this is a travel agency office. Visitors go there for servi
967116048,,,,parking_space,,,,,,access private,parking: surface,"POLYGON ((10.564441680908203 52.23467254638672, 10.564444541931152 52.234703063964844, 10.564520835876465 52.23469924926758, 10.564517974853516 52.23466873168945, 10.564441680908203 52.23467254638672))",Amenity: parking_space. Additional information: parking: surface. Additional tags: access private.,967116048,Private surface parking space,[],,"The feature is tagged as amenity=parking_space with parking=surface and access=private, indicating a"
9903374510,dr.andreas.cycon@onlinemed.de,Praxis Dr. med. Andreas Cycon,http://cycon-braunschweig.de,doctors,,,,,,check date opening hours 2024 08 09 healthcare doctor healthcare speciality abortion gynaecology,,POINT (10.528228759765625 52.271461486816406),Praxis Dr. med. Andreas Cycon. Website: http://cycon-braunschweig.de; Email: dr.andreas.cycon@onlinemed.de. Amenity: doctors. Additional tags: check date opening hours 2024 08 09 healthcare doctor healthcare speciality abortion gynaecology.,9903374510,Doctor’s practice (gynaecology),"['errands', 'business', 'work']",customer-oriented services,The OSM tag amenity=doctors and the name 'Praxis Dr. med. Andreas Cycon' indicate a medical practice
11581862537,,,,bench,,,,,,backrest yes material wood seats 4,,POINT (10.086626052856445 51.70531463623047),Amenity: bench. Additional tags: backrest yes material wood seats 4.,11581862537,Wooden bench,[],,"The OSM tags indicate amenity=bench with backrest=yes, material=wood, seats=4. This describes an out"
210545268,,,,parking_space,,,,,,access customers capacity 1 covered no fee no lit interval supervised no surface paving stones,parking: surface,"POLYGON ((10.537423133850098 52.59280014038086, 10.537413597106934 52.59281921386719, 10.53747844696045 52.592830657958984, 10.537487030029297 52.59280776977539, 10.537423133850098 52.59280014038086))",Amenity: parking_space. Additional information: parking: surface. Additional tags: access customers capacity 1 covered no fee no lit interval supervised no surface paving stones.,210545268,Single-surface customer parking space,[],,"The feature is tagged amenity=parking_space with parking=surface and capacity=1, indicating a single"
6258674590,,,,waste_basket,,,,,,check date 2025 06 15,,POINT (10.42555046081543 52.01898193359375),Amenity: waste_basket. Additional tags: check date 2025 06 15.,6258674590,Public waste basket,[],,"The OSM tag amenity=waste_basket denotes an outdoor container for trash, not an enterable building o"
5552448526,,Sander's Backstube,,,,bakery,,,,toilets wheelchair yes wheelchair yes,internet_access: wlan,POINT (10.39760684967041 52.3198356628418),Sander's Backstube. Shop: bakery. Additional information: internet_access: wlan. Additional tags: toilets wheelchair yes wheelchair yes.,5552448526,Bakery shop,"['retail_daily', 'errands', 'work']",retail (small-scale),"The OSM tags include shop=bakery, which identifies it as a bakery—a daily-needs retail outlet. Visit"
11881716083,,,,waste_basket,,,,,,,,POINT (10.32728385925293 52.41408920288086),Amenity: waste_basket.,11881716083,Waste basket,[],,"The OSM tag amenity=waste_basket denotes a standalone trash receptacle, an outdoor object rather tha"
5273490496,,,,grit_bin,,,,,,,,POINT (10.340473175048828 51.80104064941406),Amenity: grit_bin.,5273490496,Grit bin,[],,"The feature is an OSM amenity “grit_bin,” which is an outdoor container for road grit/salt. It is no"
1208730292,,,,parking,,,,,,access yes capacity 8 fee yes orientation diagonal,parking: street_side,"POLYGON ((10.51266098022461 52.26039123535156, 10.51272201538086 52.260433197021484, 10.512884140014648 52.260189056396484, 10.512800216674805 52.26018142700195, 10.51266098022461 52.26039123535156))",Amenity: parking. Additional information: parking: street_side. Additional tags: access yes capacity 8 fee yes orientation diagonal.,1208730292,Street-side parking,[],,"The POI is tagged as amenity=parking with parking=street_side, describing a street-side parking slot"
5846642235,,,,vending_machine,,,,,,check date 2023 10 26 vending parking tickets,,POINT (10.556522369384766 51.8664665222168),Amenity: vending_machine. Additional tags: check date 2023 10 26 vending parking tickets.,5846642235,parking ticket vending machine,[],,The feature is tagged as amenity=vending_machine dispensing parking tickets. It is an unmanned kiosk
3150205220,,Gästehaus Sommer,http://www.gaestehaus-sommer.de/,,,,guest_house,,,wheelchair limited,internet_access: yes,POINT (10.42690372467041 52.0201530456543),Gästehaus Sommer. Website: http://www.gaestehaus-sommer.de/. Tourism: guest_house. Additional information: internet_access: yes. Additional tags: wheelchair limited.,3150205220,Guest house (small hotel),['leisure'],hotels,The OSM tag tourism=guest_house and the name ‘Gästehaus Sommer’ clearly indicate an accommodation fa
27559669,,,,parking,,,,,,,,"POLYGON ((10.234100341796875 51.641788482666016, 10.234426498413086 51.64140319824219, 10.23477840423584 51.6414794921875, 10.234601020812988 51.64167404174805, 10.234503746032715 51.64165496826172, 10.234357833862305 51.641841888427734, 10.234100341796875 51.641788482666016))",Amenity: parking.,27559669,Parking lot,[],,"The OSM tag amenity=parking indicates an outdoor parking facility, which is infrastructure rather th"
331350739,,,,community_centre,yes,,,,"Hauptstraße, 8a, Schöningen, 38364",wikimedia commons file esbeck gemeindehaus jpg,,"POLYGON ((10.96458911895752 52.15863800048828, 10.964670181274414 52.158695220947266, 10.964638710021973 52.15870666503906, 10.96464729309082 52.158775329589844, 10.964545249938965 52.15877914428711, 10.964391708374023 52.15880584716797, 10.964401245117188 52.15883255004883, 10.964330673217773 52.15883255004883, 10.964274406433105 52.158817291259766, 10.964263916015625 52.15873336791992, 10.964385032653809 52.15870666503906, 10.964384078979492 52.15867233276367, 10.96458911895752 52.15863800048828))","Amenity: community_centre; Building: yes. Address: Hauptstraße, 8a, Schöningen, 38364. Additional tags: wikimedia commons file esbeck gemeindehaus jpg.",331350739,community centre,['meetup'],"entertainment, culture",The OSM tag amenity=community_centre and building=yes indicate an enterable facility for local gathe
7840159394,,,,bench,,,,,,backrest yes material wood seats 3,,POINT (10.57772445678711 52.227638244628906),Amenity: bench. Additional tags: backrest yes material wood seats 3.,7840159394,bench,[],,"The OSM tag amenity=bench with backrest=yes, material=wood, seats=3 describes a standalone outdoor s"
2853816883,,,,shelter,,,,,,,,POINT (10.107933044433594 51.70063781738281),Amenity: shelter.,2853816883,shelter (amenity=shelter),[],,"The OSM tag amenity=shelter refers to a small roofed structure (e.g., a bus or trail shelter) that p"
342102483,,,,parking,,,,,,surface asphalt,parking: surface,"POLYGON ((10.354853630065918 51.79941940307617, 10.355209350585938 51.79938888549805, 10.355192184448242 51.79930877685547, 10.355154037475586 51.79914474487305, 10.355137825012207 51.7990608215332, 10.354995727539062 51.799072265625, 10.354997634887695 51.79908752441406, 10.354659080505371 51.79910659790039, 10.35472583770752 51.79938507080078, 10.354840278625488 51.799373626708984, 10.354853630065918 51.79941940307617))",Amenity: parking. Additional information: parking: surface. Additional tags: surface asphalt.,342102483,surface parking lot,[],,The OSM tag amenity=parking with parking=surface and surface=asphalt describes an outdoor parking lo
1790144639,,,,hunting_stand,,,,,,height 5 hide yes lockable no shelter yes,,POINT (10.63671875 52.596736907958984),Amenity: hunting_stand. Additional tags: height 5 hide yes lockable no shelter yes.,1790144639,hunting stand (outdoor hunting hide),[],,"The OSM tag amenity=hunting_stand indicates an outdoor hunting hide—a raised platform for hunters, n"
1126140228,,,,bench,,,,,,,,POINT (10.421335220336914 51.64462661743164),Amenity: bench.,1126140228,bench,[],,"The feature is tagged amenity=bench, which denotes an outdoor seating object rather than an enterabl"
418133846,,Deutsche Post,,post_box,,,,,,collection times mo sa 08 00 operator wikidata q157645 wheelchair limited,,POINT (10.996088027954102 52.24028015136719),Deutsche Post. Amenity: post_box. Additional tags: collection times mo sa 08 00 operator wikidata q157645 wheelchair limited.,418133846,public post box,[],,"The OSM tag amenity=post_box indicates an outdoor mailbox for mail collection, not an enterable buil"
3755531608,,,,bench,,,,,,backrest yes,,POINT (10.078396797180176 52.624237060546875),Amenity: bench. Additional tags: backrest yes.,3755531608,bench,[],,The OSM tag amenity=bench with backrest=yes indicates an outdoor seating object rather than an enter
2493758513,,,,waste_basket,,,,,,,,POINT (10.775954246520996 52.52351760864258),Amenity: waste_basket.,2493758513,waste basket,[],,"The OSM tag amenity=waste_basket describes a public trash bin, which is a street furniture object, n"
